1000,3,50,22,s,p,Trips 130.09,115.8,126.64,126.41,125.25,127.09,118.66,130.79,114.1,119.92,119.38,135.39,134.0,134.0,122.48,125.67,120.24,125.46,130.3,128.33,
1000,3,50,22,s,r,Trips 126.48,150.32,118.08,128.67,127.64,130.81,139.67,116.44,131.94,133.48,117.19,136.71,107.47,105.41,114.54,136.71,133.26,118.79,117.03,122.28,
1000,4,48,22,c,p,Trips 204.65,177.48,182.95,181.57,178.79,207.07,203.38,177.48,193.68,207.07,179.56,180.09,187.42,200.01,185.2,174.07,198.59,184.23,173.28,185.82,
1000,4,48,22,s,p,Trips 136.69,110.66,116.75,117.88,113.36,124.89,124.88,118.68,125.32,124.89,131.21,118.55,109.63,113.37,110.72,122.59,117.88,115.41,111.83,136.52,
1000,4,49,22,c,p,Trips 205.59,173.94,201.35,172.55,178.0,202.98,172.25,194.86,201.35,197.88,176.43,185.15,190.16,173.39,179.86,176.97,170.93,194.6,185.09,170.78,
1000,4,49,22,s,p,Trips 128.18,114.9,117.14,110.01,127.76,111.21,114.82,108.88,119.02,138.22,119.85,107.94,113.14,121.67,116.0,106.66,109.04,107.65,122.64,121.6,
1000,4,50,20,c,p,Trips 294.78,224.13,215.42,253.8,224.13,224.13,224.13,224.13,224.13,224.13,271.33,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,
1000,4,50,20,s,p,Trips 139.85,160.78,160.78,160.78,160.78,160.78,160.78,160.78,181.14,160.78,151.36,151.36,151.36,151.36,151.36,151.36,151.36,151.36,151.36,151.36,
1000,4,50,21,c,p,Trips 179.91,190.57,189.73,190.57,168.97,184.61,180.79,190.57,180.29,182.76,191.86,195.11,187.28,182.33,208.27,189.22,190.52,189.13,178.16,199.34,
1000,4,50,21,s,p,Trips 126.89,124.84,120.06,128.87,118.53,124.84,124.84,115.66,127.43,141.27,131.3,111.72,121.97,119.29,119.65,117.59,113.85,124.88,124.88,121.65,
1000,4,50,22,c,p,Trips 176.55,191.83,194.11,197.13,197.25,194.11,183.3,191.63,194.11,193.58,164.24,186.21,206.58,206.58,198.26,169.76,171.74,196.95,206.58,172.0,
1000,4,50,22,c,r,Trips 205.99,214.57,192.39,214.57,206.8,206.8,201.99,205.99,240.98,193.02,194.53,186.72,188.79,194.64,197.42,197.43,186.87,184.52,205.6,191.46,
1000,4,50,22,s,p,Trips 118.75,109.6,115.76,107.44,109.6,109.6,109.6,107.44,112.55,125.09,109.99,117.97,112.64,125.5,110.65,110.95,108.99,125.5,109.9,111.89,
1000,4,50,22,s,r,Trips 119.47,123.72,116.46,119.47,112.61,117.03,116.81,115.66,118.39,127.64,112.56,118.79,118.09,110.28,117.79,113.75,120.72,115.13,112.05,117.53,
1000,4,50,23,c,p,Trips 170.81,189.94,185.47,170.77,191.25,183.49,164.63,176.26,172.56,185.21,167.78,192.72,206.58,206.58,174.68,169.76,170.41,185.89,206.58,183.39,
1000,4,50,23,s,p,Trips 117.89,108.88,109.39,104.62,108.88,108.88,108.88,106.72,112.55,110.54,109.99,113.74,105.76,121.72,111.71,112.61,109.99,125.5,104.85,112.13,
1000,4,50,24,c,p,Trips 170.81,189.94,182.36,175.77,190.03,183.49,166.71,176.26,172.56,185.21,167.46,172.78,206.58,206.58,170.55,169.76,175.78,186.6,206.58,183.39,
1000,4,50,24,s,p,Trips 117.89,102.1,109.39,104.62,102.1,102.1,104.38,97.16,112.55,110.54,104.09,116.59,105.32,121.72,111.71,112.61,101.44,121.72,105.23,109.03,
1000,4,51,22,c,p,Trips 175.54,217.7,208.9,184.91,192.91,180.23,175.93,185.6,194.11,188.34,169.37,178.23,176.97,193.55,185.82,186.25,197.49,179.91,179.86,194.62,
1000,4,51,22,s,p,Trips 111.0,114.32,122.75,117.14,122.04,120.49,124.37,134.69,123.07,121.53,122.36,116.24,110.65,119.4,117.21,103.9,121.72,109.71,110.85,104.8,
1000,4,52,22,c,p,Trips 173.52,189.22,169.76,169.76,174.97,174.17,174.97,205.99,173.52,164.95,172.98,175.49,189.83,182.84,185.66,197.44,180.24,178.53,181.9,196.81,
1000,4,52,22,s,p,Trips 128.22,118.07,118.08,121.6,123.25,116.29,118.5,127.76,120.49,118.39,115.04,108.9,105.04,119.76,109.62,104.4,101.76,114.09,102.91,110.31,
1000,5,50,22,c,p,Trips 202.8,177.27,166.46,174.75,217.48,198.25,178.8,171.1,176.36,192.56,177.74,181.65,197.9,183.62,168.87,172.05,184.62,183.55,169.36,194.71,
1000,5,50,22,c,r,Trips 196.56,180.95,198.65,186.79,186.9,178.17,197.16,197.61,212.94,203.13,184.67,206.03,181.53,202.41,209.08,184.88,218.87,197.34,188.46,178.21,
1000,5,50,22,s,p,Trips 109.54,125.23,126.46,127.76,124.94,108.39,107.84,124.89,123.06,104.18,126.92,118.37,113.7,112.19,115.97,109.2,116.2,130.89,130.89,127.64,
1000,5,50,22,s,r,Trips 110.34,143.3,128.01,121.62,127.6,125.05,125.09,125.51,127.52,127.6,113.35,116.1,128.96,112.16,124.0,123.66,114.26,115.21,114.26,123.66,
